,AAPL,ABEV,ABT,ADBE,ADP,AGRO,AIG,AMD,AMGN,AMX,AMZN,ARCO,AUY,AVY,AXP,AZN,BA,BABA,BAC,BBD,BBVA,BCS,BG,BHP,BIDU,BIIB,BMY,BP,BRFS,BSBR,C,CAR,CAT,CBD,CDE,CHA,CHL,CL,COST,CRM,CS,CSCO,CVX,CX,DD,DE,DEO,DESP,DIS,EBAY,ERIC,ERJ,FB,FCX,FDX,FMX,GE,GGB,GILD,GLOB,GOLD,GOOGL,GRMN,GS,GSK,HD,HL,HMC,HMY,HNP,HON,HPQ,HSBC,IBM,IBN,INFY,ING,INTC,ITUB,JD,JNJ,JPM,KMB,KO,KOF,LLY,LMT,LVS,LYG,MCD,MDT,MELI,MMM,MO,MRK,MSFT,MSI,NEM,NFLX,NGG,NKE,NOK,NUE,NVDA,NVS,OGZPY,ORCL,PBR,PEP,PFE,PG,PTR,PYPL,QCOM,RDSB.L,RIO,RTX,SAP,SBS,SBUX,SID,SIEGY,SLB,SNA,SNAP,SNE,SNP,SUZ,T,TEF,TGT,TIIAY,TM,TMO,TOT,TRIP,TRV,TSLA,TSM,TSU,TWTR,TX,TXN,UGP,UN,USB,V,VALE,VIV,VOD,VRSN,VZ,WFC,WMT,X,XOM,XRX,YELP,YZCAY
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,87.93,2.59,90.28,420.46,151.73,4.59,32.47,54.04,230.32,12.93,2653.98,4.17,4.82,116.47,102.16,52.66,192.29,223.54,25.04,4.14,3.41,5.82,41.21,49.02,123.46,260.3,55.97,23.69,4.2,5.76,53.04,26.3,127.59,12.35,4.4,29.2,34.93,73.61,299.57,187.66,10.17,45.83,91.94,2.92,52.58,154.87,140.8,8.16,118.37,48.44,9.14,6.6,235.94,10.56,138.39,64.8,7.28,2.85,74.04,145.49,23.94,1434.12,95.18,203.84,40.95,249.21,2.76,27.27,3.03,15.22,148.23,16.92,23.7,124.16,9.24,9.22,7.12,60.08,5.09,60.79,143.41,98.94,142.41,46.99,45.74,161.07,378.39,48.2,1.56,189.49,94.43,926.02,159.21,41.47,76.22,196.32,141.37,55.53,449.87,59.04,98.45,4.37,43.52,368.72,89.66,5.47,53.69,8.43,132.78,33.24,119.28,35.89,168.05,89.92,1303.6,56.13,66.88,135.14,10.58,76.31,2.13,57.37,20.18,135.61,21.99,71.55,44.08,7.37,30.35,4.91,117.3,4.05,129.12,347.44,39.86,18.96,116.05,200.79,56.15,13.58,34.03,16.11,125.98,3.51,55.17,38.57,193.91,10.55,9.38,15.85,207.23,56.89,27.55,117.99,8.15,46.92,16.56,25.03,8.43
2020-06-19,87.43,2.6,90.68,428.01,149.0,4.59,31.81,54.23,238.7,13.38,2675.01,4.16,5.03,114.52,100.94,53.02,187.02,220.64,25.25,4.1,3.38,5.65,40.63,47.96,123.08,271.0,56.41,23.67,4.26,5.75,52.92,25.58,127.46,12.95,4.44,29.58,34.97,73.36,299.9,186.95,10.1,45.32,90.63,2.86,52.6,154.87,142.39,7.89,114.35,48.29,9.06,6.57,238.79,10.5,137.63,65.26,7.15,2.89,77.47,143.76,24.49,1424.64,98.34,201.63,41.1,246.65,2.85,26.75,3.28,15.41,145.37,16.78,24.06,122.47,9.47,9.16,6.87,59.62,5.27,58.64,143.83,97.81,143.96,46.02,46.77,159.94,372.2,47.19,1.53,186.56,93.91,952.96,158.15,40.69,77.9,195.15,138.88,56.92,453.72,59.75,95.78,4.33,42.7,370.45,91.1,5.55,54.4,8.41,131.28,33.42,118.92,35.01,164.36,88.81,1318.2,55.02,64.89,137.03,10.79,75.4,2.1,57.41,19.71,135.89,22.66,70.98,44.01,7.35,30.31,4.88,120.56,4.2,127.79,352.73,39.38,18.17,116.56,200.18,55.31,13.55,33.41,15.88,124.89,3.48,55.75,38.87,192.2,10.31,9.42,15.65,205.26,56.16,27.6,119.85,8.11,45.98,16.31,24.77,8.63
2020-06-22,89.72,2.71,90.34,438.64,150.48,4.58,31.79,54.76,234.19,13.43,2713.82,4.09,5.22,113.77,99.44,53.42,188.52,221.41,24.62,4.07,3.42,5.72,40.39,49.11,123.08,264.29,57.56,23.87,4.22,5.81,52.06,24.41,125.79,12.94,4.83,29.27,34.95,73.1,300.45,191.65,10.2,45.16,91.59,2.93,52.98,154.56,140.75,7.68,115.92,49.16,9.2,6.42,239.22,10.79,137.38,65.39,7.04,2.88,75.67,144.35,25.45,1450.66,97.53,203.42,41.22,249.16,3.03,26.95,3.46,15.63,144.94,16.93,23.68,121.07,9.63,9.15,7.01,60.09,5.15,59.09,143.39,96.75,142.06,45.74,46.32,160.45,375.96,46.29,1.53,187.46,93.33,984.54,156.69,40.05,76.75,200.57,141.13,58.22,468.04,60.09,99.51,4.33,42.3,381.07,90.62,5.55,55.12,8.33,131.05,33.11,117.75,34.97,170.26,89.13,1302.2,56.12,65.04,140.98,11.3,75.4,2.1,58.07,19.82,134.89,23.2,71.71,44.12,7.43,30.11,4.82,122.43,4.24,128.13,352.16,39.98,18.18,116.23,198.86,56.0,13.67,33.47,15.14,125.23,3.47,55.52,38.22,194.96,10.46,9.49,15.88,205.75,55.66,27.35,121.68,8.05,46.42,16.43,24.27,8.78
2020-06-23,91.63,2.72,91.3,440.55,150.52,4.54,32.05,53.99,235.75,13.38,2764.41,4.1,5.26,115.48,99.42,54.25,187.88,228.75,24.79,4.18,3.52,5.76,41.08,49.82,123.33,268.19,58.38,24.17,4.33,5.86,52.95,24.64,126.25,13.57,4.86,29.72,35.25,72.92,301.29,189.06,10.35,45.47,91.44,2.88,52.91,153.96,140.5,7.81,116.59,49.8,9.19,6.59,242.24,11.08,139.07,64.98,7.0,3.03,75.05,148.56,25.68,1463.98,97.73,204.78,41.59,250.31,3.07,26.99,3.59,15.17,144.86,17.01,24.14,119.41,9.86,9.42,7.16,59.92,5.23,59.92,142.86,97.93,140.56,45.64,46.5,159.34,371.7,46.88,1.59,186.62,93.39,977.49,157.84,40.34,77.12,201.91,141.03,58.91,466.26,60.39,101.92,4.33,42.22,378.0,90.46,5.59,55.19,8.75,131.36,32.77,117.73,34.77,172.79,89.35,1331.0,56.92,64.54,141.07,11.35,75.49,2.16,58.44,19.57,137.08,23.67,71.64,43.78,7.43,30.25,4.86,121.5,4.21,129.09,356.82,40.57,20.11,116.19,200.36,56.76,13.76,32.91,15.12,126.62,3.57,55.37,38.6,197.97,10.8,9.52,16.01,207.19,54.94,27.23,121.07,8.0,46.7,16.33,24.5,8.69
2020-06-24,90.01,2.59,87.3,431.68,144.84,4.41,30.3,52.39,232.51,13.11,2734.4,3.85,5.12,112.29,95.48,52.13,176.69,226.22,23.81,3.88,3.35,5.5,41.19,48.41,121.37,263.04,57.76,23.14,4.12,5.42,50.81,21.98,122.06,12.93,4.63,29.3,35.06,72.03,298.02,185.55,9.91,44.75,87.64,2.77,51.54,150.49,135.59,7.36,112.07,48.77,9.03,6.08,234.02,10.57,135.09,62.94,6.53,2.98,75.93,145.36,25.71,1432.7,95.29,198.02,40.67,246.13,2.93,26.29,3.43,14.88,138.35,16.2,23.52,116.42,9.16,9.07,6.8,59.09,4.84,59.84,139.82,94.66,137.91,44.65,44.79,157.03,359.82,44.94,1.51,184.29,88.93,953.77,152.22,39.43,75.87,197.84,139.3,58.41,457.85,59.39,100.08,4.2,40.67,369.42,88.8,5.47,54.44,8.22,129.56,32.19,116.42,33.89,168.0,89.14,1268.0,55.63,61.72,135.85,11.18,73.64,2.06,57.02,17.86,130.82,23.63,70.65,42.81,7.2,29.42,4.75,119.72,4.03,127.8,347.96,39.07,18.15,112.86,192.17,56.58,13.1,31.73,15.02,123.99,3.44,54.74,36.87,191.41,10.4,9.16,15.63,202.73,53.93,26.12,120.3,7.45,44.5,15.47,22.9,7.55
2020-06-25,91.21,2.68,89.62,436.95,147.45,4.42,31.26,51.93,235.11,13.06,2754.58,3.88,5.17,111.37,97.85,53.01,174.88,222.16,24.72,3.98,3.48,5.65,42.52,49.41,123.73,262.63,58.18,23.5,4.16,5.51,52.68,22.28,124.71,13.27,4.69,29.1,35.19,72.64,300.53,188.34,10.26,45.22,89.21,2.88,53.09,154.45,135.59,7.41,111.36,49.4,9.51,6.11,235.68,11.08,136.11,63.18,6.68,2.98,75.49,148.61,25.73,1441.1,96.23,207.1,41.12,245.38,2.98,26.25,3.65,15.02,142.46,16.37,24.06,119.03,9.38,9.29,7.08,58.51,4.89,60.51,139.67,97.96,138.79,44.93,44.77,162.86,362.82,44.99,1.56,182.76,88.86,971.44,154.67,39.66,76.57,200.34,140.49,58.59,465.91,60.01,101.4,4.45,41.42,379.6,89.6,5.5,54.53,8.4,131.41,32.32,117.89,34.07,172.5,88.96,1270.6,56.76,61.06,137.66,11.01,73.85,2.08,57.89,18.42,131.69,24.48,71.0,43.16,7.18,29.72,4.88,119.81,4.1,127.77,351.76,39.17,18.34,114.62,197.2,57.04,13.24,31.37,15.27,125.06,3.43,54.83,38.05,193.98,10.56,9.34,15.89,205.11,54.28,27.37,119.71,7.58,45.17,15.65,22.21,7.67
2020-06-26,88.41,2.55,88.71,426.92,144.72,4.32,29.71,50.1,232.84,12.62,2692.87,3.98,5.21,109.83,93.42,52.7,170.01,215.71,23.15,3.77,3.3,5.38,40.22,48.54,121.8,258.66,57.54,22.76,3.96,5.23,49.58,20.6,122.39,12.54,4.64,28.31,34.05,71.52,296.56,183.17,9.99,46.31,86.46,2.74,51.42,149.04,133.46,7.15,109.1,50.89,9.27,5.68,216.08,10.79,130.08,61.43,6.48,2.77,74.57,141.2,25.87,1362.54,94.86,189.19,40.55,241.01,2.96,25.33,3.6,14.68,138.21,16.61,23.36,117.19,9.05,9.53,6.69,57.5,4.69,59.65,137.81,92.59,136.89,43.57,43.21,162.83,356.76,43.33,1.47,179.74,88.77,973.17,152.52,38.19,75.19,196.33,138.78,59.34,443.4,59.19,93.67,4.34,40.6,366.2,87.1,5.46,54.18,8.03,128.93,32.04,115.23,33.46,170.87,88.02,1258.2,55.8,59.1,136.78,10.18,71.57,1.93,56.92,17.44,133.56,23.07,69.68,42.38,6.87,29.08,4.73,117.02,3.9,126.16,350.95,38.75,18.03,111.0,191.95,56.33,12.75,29.05,14.65,123.37,3.21,54.51,36.06,189.27,10.19,8.85,15.41,203.64,53.16,25.34,118.32,7.16,43.62,15.06,21.41,7.31
2020-06-29,90.44,2.68,89.01,424.2,146.38,4.32,30.68,50.28,231.56,12.84,2680.38,4.22,5.28,111.94,94.52,52.91,194.49,215.02,23.39,3.9,3.42,5.61,40.81,48.98,121.29,260.35,57.8,23.48,3.88,5.36,50.29,22.71,125.25,13.32,4.79,27.88,33.48,72.43,301.59,183.33,10.15,46.15,87.67,2.84,52.47,153.71,134.05,7.32,111.52,51.31,9.24,6.22,220.64,11.04,134.55,62.69,6.8,2.88,74.56,146.9,26.13,1397.17,96.15,193.47,40.75,246.12,3.07,25.58,3.97,15.04,143.24,17.13,23.59,119.75,9.12,9.57,6.97,58.27,4.86,59.58,139.04,93.0,139.45,44.36,43.79,162.72,367.5,44.65,1.49,182.8,90.26,980.83,155.57,39.23,76.12,198.44,138.14,59.54,447.24,60.04,95.87,4.35,40.9,368.0,87.33,5.56,54.76,8.28,131.08,32.64,117.66,33.39,168.35,89.01,1270.8,55.59,61.92,138.43,10.41,73.48,1.91,58.35,18.01,136.1,23.09,68.72,42.57,6.97,29.91,4.88,118.57,4.02,126.89,350.8,38.9,19.06,112.9,201.87,56.39,12.67,29.49,15.07,124.77,3.31,53.7,36.35,191.38,10.21,8.88,15.74,204.1,54.69,25.7,119.06,7.28,44.32,15.3,21.47,7.47
2020-06-30,91.2,2.64,91.43,435.31,148.89,4.34,31.18,52.61,235.86,12.69,2758.82,4.19,5.46,114.09,95.2,52.89,183.3,215.7,23.75,3.81,3.4,5.66,41.13,49.73,119.89,267.55,58.8,23.32,3.97,5.22,51.1,22.89,126.5,13.07,5.08,28.07,33.64,73.26,303.21,187.33,10.31,46.64,89.23,2.88,53.13,157.15,134.39,7.18,111.51,52.45,9.3,5.98,227.07,11.57,140.22,62.01,6.83,2.96,76.94,149.85,26.94,1418.05,97.5,197.62,40.79,250.51,3.27,25.56,4.17,15.1,144.59,17.43,23.33,120.77,9.29,9.66,6.9,59.83,4.69,60.18,140.63,94.06,141.35,44.68,43.85,164.18,364.92,45.54,1.5,184.47,91.7,985.77,155.99,39.25,77.33,203.51,140.13,61.74,455.04,60.74,98.05,4.4,41.41,379.91,87.34,5.42,55.27,8.27,132.26,32.7,119.57,33.07,174.23,91.21,1224.0,56.18,61.62,140.0,10.51,73.59,1.96,58.99,18.39,138.51,23.49,69.13,41.96,6.76,30.23,4.82,119.93,3.93,125.63,362.34,38.46,19.01,114.05,215.96,56.77,12.94,29.79,15.17,126.97,3.39,53.27,36.82,193.17,10.31,8.86,15.94,206.83,55.13,25.6,119.78,7.22,44.72,15.29,23.13,7.45
2020-07-01,91.03,2.73,91.64,439.81,149.11,4.34,29.58,52.58,255.12,12.76,2878.7,4.26,5.38,114.02,94.05,53.32,180.32,215.95,23.26,3.94,3.35,5.62,40.13,49.45,120.63,264.77,59.43,23.21,3.91,5.33,50.35,22.48,126.06,13.57,5.01,28.15,33.71,73.03,304.75,191.89,10.17,46.06,87.62,2.75,52.32,156.85,135.93,7.54,113.01,52.96,9.29,6.05,237.55,11.49,156.66,62.0,6.74,2.91,76.06,152.49,26.81,1442.0,97.13,197.57,40.86,248.15,3.22,25.37,4.45,14.22,144.11,17.0,23.2,118.54,9.6,9.68,6.9,58.81,4.9,60.0,140.38,93.26,141.89,44.82,44.09,163.3,360.42,45.04,1.49,184.66,92.32,977.14,155.43,39.24,78.12,204.7,135.97,61.36,485.64,60.09,97.4,4.35,40.38,381.2,87.85,5.47,55.49,8.45,132.36,33.74,119.98,33.24,177.43,89.78,1236.2,55.98,61.61,140.08,10.93,74.03,1.96,58.56,17.72,134.12,23.72,70.39,41.83,6.98,29.9,4.8,118.96,3.9,124.14,359.77,38.36,19.22,112.5,223.93,56.82,13.59,30.81,14.74,124.8,3.51,53.47,35.98,193.78,10.28,9.01,16.0,210.48,54.67,25.09,119.69,6.88,43.71,15.15,22.27,7.49
2020-07-02,91.03,2.66,92.23,442.95,150.54,4.43,29.92,52.34,258.24,13.05,2890.3,4.49,5.35,117.0,94.33,53.8,180.81,223.6,23.29,3.92,3.53,5.8,39.78,50.07,123.3,265.12,59.14,23.41,3.81,5.36,50.55,25.92,127.72,13.2,4.85,29.42,34.91,73.28,305.74,192.53,10.31,45.63,88.31,2.82,53.72,157.9,137.2,7.72,112.18,54.36,9.31,6.04,233.42,11.5,155.48,62.34,6.82,2.96,76.35,154.04,26.27,1469.93,97.53,197.4,41.22,248.5,3.19,25.83,4.51,14.94,145.02,17.07,24.26,119.7,9.63,9.92,7.13,59.13,4.93,61.39,140.97,92.66,143.2,44.88,44.0,163.87,362.0,46.34,1.54,183.52,93.16,988.42,157.04,39.4,78.78,206.26,135.09,60.96,476.89,58.16,98.43,4.44,41.4,384.49,87.57,5.5,55.94,8.48,132.85,34.51,120.88,34.36,177.21,91.87,1246.2,56.29,61.79,142.85,10.61,73.78,2.0,59.43,17.98,135.99,23.22,70.23,43.17,6.92,30.08,4.78,119.12,3.93,126.39,365.89,38.97,19.1,112.46,241.73,58.62,13.46,30.87,15.26,125.81,3.45,54.13,35.89,195.67,10.41,8.93,16.06,210.81,54.79,25.34,119.21,7.07,44.08,15.73,22.39,7.81
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,93.46,2.69,92.97,452.59,150.73,4.46,30.74,53.4,256.25,13.44,3057.04,4.75,5.35,118.18,96.58,54.1,187.91,240.0,23.66,4.17,3.68,5.83,40.49,50.43,132.93,269.8,60.19,23.64,3.99,5.58,51.97,26.92,129.43,13.53,4.93,31.69,37.53,73.45,311.49,197.72,10.64,46.42,88.57,2.87,54.61,160.22,138.72,8.01,114.43,56.17,9.93,6.32,240.28,12.75,156.27,61.66,7.0,3.05,76.76,155.62,26.61,1499.65,99.08,207.36,41.01,249.55,3.27,26.15,4.72,16.99,147.22,17.46,25.64,120.19,9.79,10.11,7.57,59.54,5.15,63.24,142.98,95.0,142.73,45.23,44.91,166.89,362.59,47.07,1.51,188.5,93.21,995.93,158.1,39.6,79.58,210.7,136.01,61.18,493.81,57.36,99.95,4.6,41.65,393.57,88.46,5.54,56.6,8.67,133.3,34.51,121.63,37.89,176.18,92.92,1263.8,56.95,63.32,147.56,11.0,75.44,2.07,61.1,18.75,137.01,23.42,70.53,45.78,6.88,30.49,4.77,119.24,4.05,126.98,382.27,39.58,19.51,114.57,274.32,61.88,14.18,32.34,15.51,129.53,3.46,53.77,36.83,197.76,10.6,9.07,16.28,212.2,55.24,25.49,118.89,7.12,44.39,15.89,23.07,8.8
2020-07-07,93.17,2.71,92.46,449.36,147.0,4.34,29.17,52.93,253.15,12.81,3000.12,5.08,5.53,115.85,93.01,53.47,178.88,236.51,23.01,4.01,3.54,5.65,39.64,49.92,127.83,268.35,60.29,23.02,3.84,5.3,50.32,25.33,127.2,13.13,5.17,30.37,36.13,73.97,316.23,196.38,10.37,45.63,86.31,2.78,53.61,158.7,137.49,8.06,113.63,57.0,9.44,6.06,240.86,12.73,158.54,60.64,6.76,2.94,76.42,156.0,27.02,1489.92,98.72,199.36,40.38,247.35,3.39,25.67,5.05,15.69,144.97,16.63,24.6,117.58,9.91,10.24,7.24,58.31,4.86,61.67,142.85,92.32,142.52,45.21,44.14,166.75,353.27,45.03,1.49,185.82,91.67,1007.24,154.82,39.94,78.72,208.25,131.08,62.47,493.16,56.16,97.07,4.31,41.18,394.87,87.8,5.49,56.31,8.46,133.57,34.03,122.22,36.17,177.28,92.14,1237.6,56.91,61.01,144.06,10.68,74.25,2.0,60.45,18.18,134.16,24.81,69.16,44.14,6.67,30.32,4.61,118.06,3.88,124.96,380.25,38.54,18.5,112.48,277.97,60.71,13.79,32.99,14.88,128.6,3.35,53.19,35.58,194.2,10.47,8.97,15.86,211.11,55.04,24.46,126.95,6.93,43.24,15.13,23.21,8.54
2020-07-08,95.34,2.81,92.58,457.68,148.1,4.34,29.85,53.43,251.59,12.76,3081.11,5.02,5.56,112.95,92.9,54.19,180.08,257.68,23.1,4.17,3.53,5.77,39.19,51.11,130.64,280.19,59.56,23.16,3.94,5.51,50.88,28.26,128.13,13.45,5.44,30.89,36.32,74.49,316.32,200.28,10.51,45.81,86.35,2.75,52.25,158.38,139.58,8.05,116.66,58.27,9.54,6.08,243.58,12.82,158.56,60.5,6.86,3.02,75.61,160.74,27.72,1503.6,98.18,202.25,40.73,249.17,3.6,25.37,5.79,16.7,145.59,16.75,24.09,117.71,9.89,10.34,7.11,58.61,5.02,65.38,143.27,93.3,143.35,45.07,43.12,169.13,350.23,45.61,1.53,185.85,91.61,1015.0,154.58,39.87,77.92,212.83,132.13,63.43,502.78,57.38,98.84,4.15,39.66,408.64,88.12,5.58,56.66,8.76,134.22,33.75,122.89,37.35,181.57,93.53,1225.0,58.3,61.01,146.95,10.9,74.14,2.09,60.61,18.07,132.84,26.41,69.79,45.2,6.8,30.46,4.61,117.7,3.88,125.41,386.63,38.87,19.02,113.18,273.18,62.59,14.28,35.41,14.85,129.26,3.52,53.04,35.51,195.07,10.76,9.12,15.83,210.8,55.38,24.55,124.44,6.81,43.14,15.42,22.83,8.63
2020-07-09,95.75,2.78,93.67,460.84,145.73,4.16,28.0,57.26,251.66,12.3,3182.63,4.82,5.59,110.61,90.57,53.97,173.28,261.58,22.77,4.07,3.42,5.6,38.23,50.5,132.53,278.7,58.11,22.05,3.88,5.4,49.45,26.84,125.73,13.35,5.67,30.35,36.17,73.32,325.54,200.74,10.24,46.7,82.74,2.65,50.91,157.65,137.33,7.81,116.81,59.22,9.38,5.93,244.5,12.89,155.74,59.02,6.58,3.03,74.71,166.09,27.59,1518.66,96.92,196.83,40.37,247.96,3.79,25.02,5.51,16.58,141.37,16.41,23.52,115.71,9.74,10.23,6.81,58.42,5.05,67.36,142.49,91.28,142.22,43.91,42.44,166.45,339.96,44.68,1.45,184.33,90.13,1017.45,151.45,38.6,76.69,214.32,130.93,62.73,507.76,53.63,96.99,4.17,38.8,420.36,87.34,5.57,57.53,8.53,132.71,33.46,122.48,36.57,183.23,93.25,1181.2,57.96,58.11,152.67,10.83,73.57,2.04,59.95,17.13,128.89,25.94,71.53,44.59,6.87,29.54,4.5,117.9,3.83,123.83,387.67,37.18,19.38,110.04,278.86,64.78,13.82,35.72,14.31,130.43,3.45,51.96,34.22,192.21,10.63,9.26,15.49,212.61,53.94,24.04,127.75,6.71,41.36,14.63,22.32,8.51
2020-07-10,95.92,2.83,93.04,466.2,147.17,4.26,30.1,55.88,249.04,12.41,3200.0,4.86,5.51,111.04,93.23,53.76,178.44,261.01,24.02,4.14,3.55,6.01,39.89,51.07,132.33,278.88,57.43,22.46,3.88,5.48,52.65,28.04,128.01,13.24,5.69,29.93,35.7,73.68,326.23,198.88,10.57,46.66,85.23,2.64,52.24,159.09,141.63,7.7,119.34,59.27,9.41,6.06,245.07,12.97,158.59,58.86,6.69,3.06,76.32,164.95,27.11,1539.01,97.09,205.56,39.91,250.11,4.02,25.28,5.82,16.33,142.45,16.99,23.88,118.35,9.72,10.39,7.25,59.53,5.09,65.61,142.37,96.27,143.24,45.15,43.46,163.36,349.25,45.72,1.5,184.88,90.81,1035.83,152.85,40.27,76.73,213.67,128.42,61.88,548.73,55.27,97.99,4.12,40.45,419.17,87.01,5.59,57.39,8.7,134.46,33.83,123.89,35.97,178.4,92.51,1188.8,58.9,59.64,153.49,10.92,74.29,2.09,61.27,17.79,131.9,25.53,73.94,44.35,6.93,30.13,4.59,118.86,3.9,124.97,382.57,37.77,19.61,113.84,308.93,63.85,13.99,35.4,14.86,130.53,3.43,52.76,36.44,192.55,10.79,9.12,15.67,209.99,54.49,25.47,130.68,7.36,42.65,15.49,23.15,8.19
2020-07-13,95.48,2.61,93.09,442.47,145.48,4.32,29.72,53.59,250.04,12.25,3104.0,4.8,5.28,112.15,93.56,53.24,175.65,251.67,24.19,4.05,3.53,5.91,40.5,50.77,127.84,276.52,57.75,22.46,3.76,5.33,52.2,26.99,130.57,12.69,5.46,29.83,35.49,73.46,322.92,188.34,10.45,45.93,85.4,2.73,52.52,163.83,138.9,7.25,116.22,58.3,9.31,6.07,239.0,13.02,156.23,57.74,6.7,3.02,76.68,155.25,26.13,1512.23,96.49,208.88,40.07,249.62,3.83,25.82,5.47,16.47,143.49,17.08,23.89,119.2,9.43,10.47,7.21,58.58,4.98,62.3,145.21,97.65,142.14,45.25,42.29,162.08,353.06,48.53,1.49,184.92,92.77,981.97,154.8,40.21,77.35,207.07,131.06,59.54,525.5,54.57,96.46,4.18,39.94,402.09,86.08,5.45,57.01,8.52,134.91,35.21,124.05,35.46,171.51,91.33,1217.8,58.75,59.35,150.93,10.5,72.65,2.13,60.57,17.38,133.38,24.27,74.36,43.96,6.69,29.76,4.6,118.73,4.06,125.05,378.93,37.76,18.87,114.24,299.41,65.07,13.64,33.82,14.81,128.82,3.22,53.09,36.83,189.02,10.78,8.93,15.46,201.0,54.45,25.41,129.52,7.3,42.66,15.84,22.74,8.45
2020-07-14,97.06,2.62,94.82,433.78,145.48,4.3,30.79,54.72,253.09,12.3,3084.0,4.78,5.53,115.82,94.84,53.98,179.96,248.58,24.14,4.15,3.59,5.98,41.9,52.36,125.49,281.27,57.89,23.28,3.8,5.41,50.15,28.42,136.88,12.98,5.78,29.81,35.41,74.85,328.0,189.56,10.75,46.26,88.35,2.75,53.65,169.56,140.66,7.35,118.66,59.08,9.59,6.0,239.73,13.5,158.5,58.08,6.88,3.14,77.19,156.83,27.05,1520.86,97.84,214.01,40.7,257.79,4.23,25.95,6.04,16.67,148.1,17.79,23.95,120.6,9.32,10.59,7.3,58.98,5.11,62.13,147.92,98.21,143.96,45.87,41.57,163.88,355.66,47.39,1.47,190.72,94.65,972.63,158.54,41.06,78.25,208.35,132.97,61.77,524.88,55.34,96.76,4.32,41.06,415.08,87.47,5.44,57.2,8.86,135.52,35.23,125.09,35.33,172.3,92.38,1247.6,60.84,60.47,153.85,10.59,72.73,2.23,62.75,18.39,136.44,23.74,74.52,44.21,6.9,29.96,4.79,120.08,4.16,126.43,387.46,39.04,18.85,118.55,303.36,66.96,13.79,34.38,14.9,131.89,3.52,53.35,36.29,193.33,11.6,9.02,15.92,198.65,55.44,24.25,132.01,7.82,44.07,16.15,23.09,8.43
2020-07-15,97.72,2.69,96.73,433.01,148.6,4.37,31.77,55.34,253.31,13.15,3008.87,4.88,5.54,118.99,97.36,58.0,187.94,249.21,24.6,4.16,3.67,6.08,43.23,53.08,125.05,282.96,59.27,23.81,3.8,5.47,51.84,30.68,138.36,13.02,6.08,29.64,35.04,74.69,326.7,188.09,10.75,46.4,88.89,2.89,54.86,172.39,143.27,8.03,120.9,58.39,9.67,6.48,240.28,13.53,161.25,58.34,7.14,3.1,76.65,158.45,27.09,1516.88,99.45,216.9,41.95,257.8,4.42,26.5,6.02,16.3,151.93,17.79,24.27,123.0,9.39,11.91,7.59,59.03,5.08,62.55,148.26,99.73,143.28,46.4,41.65,165.45,364.56,50.25,1.49,191.77,97.16,971.63,159.33,41.0,79.44,208.04,134.56,62.14,523.26,54.73,98.54,4.33,41.68,409.09,87.87,5.1,56.62,8.99,133.69,35.72,124.5,35.0,172.06,92.55,1259.4,60.87,62.94,156.61,11.32,75.61,2.19,63.97,18.9,141.44,24.54,76.83,43.68,7.22,30.01,4.72,121.67,4.24,127.33,392.7,39.31,20.57,119.14,309.2,66.06,14.07,35.67,15.05,132.15,3.56,53.66,37.64,196.55,11.54,8.98,16.09,199.19,55.06,25.35,132.0,8.05,44.63,17.21,24.13,8.13
